i,m,g,N,a,m,e
M,e,a,n
M,e,a,n
M,e,a,n
V,a,r
V,a,r
V,a,r
181113-10_20181113_111803_Color_R_001.png,0.4289928959865196,0.23728900984221804,0.16034906424728093,0.25523816076430683,0.16380516589869099,0.11384503908578184
181113-10_20181113_112012_Color_L_001.png,0.44394046559053313,0.25022090837067246,0.16676884071499695,0.2659078320086242,0.17526885882168491,0.1215238770014724
181130-015_20181130_163148_Color_L_001.png,0.5680221108829273,0.3240353004605162,0.22142986222809433,0.31284637947296223,0.22327441797768677,0.17807325519124895
181204-008_20181218_093739_Color_R_001.png,0.3744617985744102,0.18184364169251688,0.1004339479932598,0.21172142538363392,0.12714447323507116,0.07204904766280674
181218-013_20181218_150315_Color_L_001.png,0.6069768269856772,0.33852667715035234,0.20693817138671872,0.33094972633720293,0.20330618640062761,0.13813174213979232
181218-013_20181218_150543_Color_L_001.png,0.6052002850700826,0.35654974544749546,0.21874696320178466,0.32572641792031054,0.2163968041517159,0.15176532488183217
181218-013_20181218_150906_Color_R_001.png,0.6079720740224801,0.35724747601677376,0.21831781723920038,0.3263082970607081,0.20396059662485716,0.14083027679698093
190108-02_20190108_090043_Color_L_001.png,0.4633886898265165,0.26025796030081944,0.15558127608953737,0.24976047249506725,0.14940977511038306,0.09698896028742696
190111-01_20190111_081427_Color_L_001.png,0.5112115747788373,0.20367700913373168,0.10532711253446692,0.2873555015472456,0.13494614147184805,0.06865967873042365
190111-01_20190111_095048_Color_R_001.png,0.5352960175158933,0.2304175432990579,0.11642279531441482,0.2965515527368286,0.1397930609984293,0.06997846936104332
190111-01_20190115_132811_Color_L_001.png,0.5740788029689415,0.28221308390299477,0.1476896099015778,0.3122763819371689,0.16425221606282026,0.08799071197942473
2017051914_20181228_105545_Color_R_001.png,0.3975978028540518,0.17205400653913908,0.11370949838675704,0.22687840908423035,0.10867885968844147,0.07373191032127749
2017051914_20181228_105637_Color_L_001.png,0.41364699718998926,0.1721627029718137,0.1061971477433747,0.24450758345351142,0.12042026629412508,0.07426543966804199
20170606003_20180515_101902_Color_L_001.png,0.44345368030024507,0.2551817800484451,0.1644842858408012,0.26294042359430125,0.17746805835972398,0.11723997306363797
20170609-020_20180711_104457_Color_R_001.png,0.4606228996725643,0.2447293749042586,0.15786388621610756,0.27394383274717476,0.15946871239819463,0.1058086740515435
20170718-005_20180612_082413_Color_R_001.png,0.564101634306066,0.32522339166379444,0.18015340169270833,0.30578772635835666,0.2080679179491215,0.12761295303927145
20170721-010_20180703_145805_Color_L_001.png,0.39227948656269157,0.1926268334482231,0.11578931621476714,0.2221198332232253,0.11325392719833183,0.06467225033746239
20170721-025_20180711_151016_Color_R_001.png,0.5191854888317633,0.24822791604434738,0.13497383267271756,0.2882168021695974,0.14339910671770265,0.07654800806974636
20170721-025_20180711_151204_Color_L_001.png,0.45991472730449595,0.2063964095770144,0.1254387949027267,0.26142022181386965,0.13225623084213733,0.08627202136257797
20170905-016_20180821_143630_Color_L_001.png,0.5565632390040977,0.2838467467064952,0.18396708170572917,0.31450265271963795,0.2027350683001816,0.14054353564897762
20180130-003_20180130_093856_Color_R_001.png,0.5671727647968369,0.2868768430223652,0.17762620215322458,0.32547315700634377,0.21713711432148558,0.15654905952197226
20180301-004_20180710_140908_Color_L_001.png,0.44014867146809894,0.2272529602050781,0.16060912188361673,0.23816805129692384,0.13096049571528104,0.09422804952637573
20180301-004_20180711_103202_Color_L_001.png,0.48280611225202974,0.2368665358599495,0.16883513506721046,0.2654014501325725,0.14281594471793133,0.10412446142647977
210202194506254210OD1.png,0.19794220269895063,0.11427522547104779,0.07567907595166973,0.12256758523299181,0.07095389084293303,0.0419613186033057
210202194506254210OS2.png,0.1953248416676241,0.10006303974226409,0.06535894356521903,0.13684049404532758,0.08825870519463865,0.047677795170428035
211103195303202345OD1.png,0.29348134059532016,0.11185135186887256,0.06934450934914983,0.21393715554702544,0.11552367417417968,0.06976055152567667
211103195303202345OD2.png,0.2555679919672947,0.0963614220712699,0.06339232500861672,0.17940029833549476,0.08543623197367808,0.05227858757623754
211103195303202345OS1.png,0.3739979912252987,0.159624870150697,0.1002774107689951,0.2308854364124135,0.12272835186420267,0.07683696567990388
310101193306025218OD2.png,0.36390385347254145,0.21538996976964614,0.11915995279947915,0.2265691245376558,0.15971311770968286,0.07767511158787618
310101193306025218OS2.png,0.2921251783183976,0.14797295963062962,0.0866804235121783,0.17851688394781837,0.10137732805863459,0.05023621397593083
310101194204084027OD2.png,0.3897358314663756,0.18680924060297946,0.10057479260014555,0.21511193973292211,0.12100776703838992,0.06726938095192006
310101194204084027OS2.png,0.29202535292681525,0.1352663227156097,0.07881406896254595,0.18860195004078215,0.11893382077482088,0.0731265915311401
310101194403050428OD2.png,0.25147583905388327,0.09479742611155789,0.06207161697686886,0.15441284232121713,0.060042889934466055,0.03588283959895791
31010119460717246XOD1.png,0.5158626780790442,0.39569850248448996,0.30117886113185516,0.2678686128507009,0.21178041543793996,0.16933820231719285
31010119460717246XOD2.png,0.44959674910003067,0.3090368233475031,0.21090985466452206,0.2811767142795525,0.26181937514872533,0.20429818706172914
31010119460717246XOS2.png,0.3485674540201823,0.227273245418773,0.16963115018956804,0.21930652485324795,0.1916229436189776,0.14839144127793077
310101194707221628OD1.png,0.4235291275323606,0.2052202262130438,0.09519360112208952,0.2473098587225917,0.14310655059530736,0.06086526186220793
310101194707221628OD2.png,0.4181113448797486,0.1946844213149127,0.09206523521273746,0.23659596883991588,0.1367554304651291,0.05707417007869513
310101194809234024OD2.png,0.47730834063361677,0.28388915716433066,0.17247553806678925,0.2699339434233332,0.20482403313907688,0.13597624547019005
310101194809234024OS1.png,0.25975320853439027,0.1378718357460171,0.0906660042557062,0.16127043149538317,0.0845527882052771,0.05227130441530106
310101194904263624OD2.png,0.23583393470913755,0.12266637764725032,0.06454246371400123,0.18709086819623488,0.12275501598719314,0.0555135248358289
310101194904263624OS2.png,0.30110769832835477,0.15491786283605233,0.09211843154009651,0.194321039490436,0.10171618796106417,0.048987214293784956
31010119491009242XOD2.png,0.4486731286142387,0.2991741255217906,0.1865481657140395,0.26937769172199344,0.23019876198863426,0.15250774077006155
31010119491009242XOS2.png,0.34173175587373616,0.22476902382046568,0.14657422234030326,0.24379329436256839,0.20761413244801408,0.13733567432988733
31010119500204403XOD2.png,0.2778813680013021,0.12704909081552543,0.06748045379040286,0.18501966611837875,0.10632099135796742,0.045073383191453556
310101195010043213OD1.png,0.2031619202856924,0.11459093280867035,0.0785294775869332,0.14695667411933214,0.08559525433220772,0.05426942296394403
310101195010043213OS1.png,0.2509377423454733,0.11541454838771445,0.07772990208046109,0.14450907281830247,0.06299068848055804,0.040017121857771704
310101195010043213OS2.png,0.22360934089211856,0.10351767446480548,0.07055261649337469,0.14908821489109514,0.07272678838634934,0.04608901224179818
310101195011131633OD2.png,0.31640493355545346,0.1240480011584712,0.08402920891256895,0.20514190969531454,0.08307424067290989,0.05373306925186333
310101195011131633OS1.png,0.31346760170132504,0.18204224530388322,0.11483052571614584,0.2106784092620646,0.13758968577999717,0.09150606090856922
310101195102100465OD1.png,0.4424889059627758,0.2044593212651271,0.10958175659179689,0.25532013880462684,0.12798884519012135,0.06804296687218779
310101195102100465OD2.png,0.37238341686772364,0.19923750933478865,0.12077217850030637,0.22965248977895683,0.16295998139597997,0.10211414272437436
310101195102100465OS2.png,0.286325507070504,0.14198675716624537,0.09081530103496477,0.17997585216105694,0.10381882931384953,0.06574324496378371
31010119510305523XOD1.png,0.18889100317861518,0.1213445027669271,0.07579761579924942,0.1535674296525526,0.12392622142733911,0.07339047700322518
31010119510305523XOS2.png,0.3886679555855545,0.33136399213005524,0.2635801876292509,0.23020083126727584,0.22852727345156748,0.19931862638710518
310101195111121663OD2.png,0.36081168978822004,0.16703528609930304,0.09728745105219824,0.21800045146485614,0.13605259728213423,0.08216052956429269
310101195111121663OS1.png,0.2776181987687653,0.14183563531613813,0.08835274191463693,0.16909092031826484,0.11247669335780502,0.06655889195373349
310101195111121663OS2.png,0.24615454580269608,0.12634589999329812,0.08044468000823377,0.17928143926686463,0.12476243584125123,0.07939310068326495
310101195201282815OS2.png,0.3244937821930531,0.21778700585458793,0.14086233400831033,0.23340911327650896,0.2012596691022338,0.13149551448222468
310101195206034044OD2.png,0.17482208551145062,0.07722640692018995,0.05460620954924938,0.12251691610130026,0.04827947800651283,0.03122053249216465
310101195206034044OS2.png,0.28652102900486365,0.12228641883999694,0.0795403424431296,0.17618830842326397,0.08122265765957759,0.05099173929790867
310101195209081620OD2.png,0.35727829278684126,0.1914252786075368,0.13642995497759647,0.22124189433229363,0.15589089092382732,0.11955531277657865
310101195209081620OS1.png,0.3327986922918582,0.1667804792815564,0.11778322107651655,0.19565384744167183,0.10446561357253412,0.06907791057093775
310101195209214075OD2.png,0.39600439632640155,0.18461215449314494,0.09250518200444237,0.22470862594825255,0.11503343922002209,0.04988773676056806
310101195209214075OS1.png,0.3443389892578126,0.17038417142980247,0.08589881448184743,0.19523398118944368,0.11815787678084343,0.05525432426380863
310101195602260449OD2.png,0.31507097132065714,0.12570562923655787,0.06726530486462162,0.20328971480938288,0.10171731036898807,0.048437469900053
310101195602260449OS2.png,0.3030466266706877,0.11365012374578737,0.061326180252374386,0.19620071292503646,0.091283991201429,0.04612308163645701
310101195604172020OD1.png,0.35602520213407624,0.16998721852022058,0.08311830408432905,0.209559901830205,0.11350333176147831,0.05632862866060532
310101195604172020OS1.png,0.3583275290096507,0.15751160266352635,0.07761390536439186,0.21021595117518266,0.09547785147959761,0.04743663492731826
310101195610022440OD2.png,0.2422944910386029,0.12250539742264091,0.07917746749578736,0.16578913577383517,0.09757618232317868,0.06081811941387917
310101195610022440OS1.png,0.3742334253647749,0.17358950446633734,0.10262768315333948,0.22508687481902084,0.11408925070014095,0.06421134430937488
310102194207011225OD1.png,0.2652507856780408,0.14959673414043353,0.08562334846047794,0.15917692273066866,0.11029996235608681,0.057910248325299826
310102194207011225OS2.png,0.2632086660347733,0.15102706609987743,0.08319910086837472,0.19600561441620618,0.15462942244024305,0.07847662811635371
310102194405170024OD2.png,0.3214314778645833,0.15987640081667434,0.08481051875095742,0.2010352779724036,0.131624707566107,0.06996511171365992
310102194405170024OS2.png,0.2602551478965609,0.1426490484499464,0.08166752235562193,0.16161002129091412,0.10708594831500041,0.05697853923593646
310102194604094829OD1.png,0.3231843686571308,0.15964514040479477,0.0924940221449908,0.21648996205789064,0.11087916389746363,0.05670458185166217
310102194604094829OS2.png,0.26051369461358764,0.11660652908624387,0.07279854568780639,0.17315017907229321,0.08648990403762831,0.04939798762355058
31010219460813121XOD2.png,0.33932671640433515,0.16333743824678307,0.08291491340188419,0.21066135671325878,0.13134597745220183,0.0584324765581636
310102194610173224OS2.png,0.29576149734796264,0.17119755464441636,0.1185372745289522,0.18626568654836428,0.11333618212308898,0.07175980633512088
310102194704252855OD1.png,0.35041776170917577,0.15249913533528647,0.10365259507123163,0.19722470759974592,0.08852414134416257,0.05706992063258806
310102194704252855OS1.png,0.33885568356981466,0.200410925173292,0.11823495603075213,0.19018660442388777,0.12539917895028,0.07490489503930328
310102194709071615OD2.png,0.3551865521599265,0.16886512905943626,0.09739103130265779,0.21058059546104227,0.11670490644806253,0.06252821823791155
310102194709071615OS1.png,0.35735554414636955,0.16700563617781095,0.09257013657513787,0.2041577337254246,0.12867323617871976,0.07794528249477178
310102194712313638OD2.png,0.33989621330710024,0.15078006819182754,0.08015990911745562,0.21742677276910988,0.11791597783606066,0.06154350163515126
310102194712313638OS1.png,0.3443430732278262,0.17351750392539828,0.09666623882218903,0.1988628619911537,0.1345246822330339,0.07908239839146083
310102194801145218OD2.png,0.2527795829024969,0.13713918947706039,0.09469339707318475,0.1712515381880524,0.11925976753306511,0.08273898998852555
310102194801145218OS1.png,0.39251626706590836,0.23514432720109535,0.16752181707643993,0.24927997240057256,0.19692793055123461,0.16488756949820407
310102194801145218OS2.png,0.23627509322820928,0.13267880608053767,0.09618373197667734,0.15955097531467452,0.11091950529537466,0.08206398149044225
310102194803280026OD1.png,0.1996493171243107,0.12229117599188113,0.08500871845320158,0.15047196506669974,0.11360320834607801,0.0791847134106217
310102194803280026OS2.png,0.3279941783231847,0.22353234384574144,0.1644736645268459,0.22061059807540095,0.19355549760601748,0.15174098677375866
310102194810141630OD1.png,0.5010169384526271,0.26507714963426776,0.13715654260971974,0.2638203347532728,0.13955806934963047,0.07327626575610507
310102194810141630OD2.png,0.42920426013422963,0.23819729674096196,0.1342340805951287,0.2420472343561973,0.16932404738924434,0.09394342274726558
310102194810141630OS2.png,0.4391477697035845,0.23788613712086398,0.12917522355621938,0.23723076130521198,0.14779861685425558,0.08064254242397124
310102194812240448OD2.png,0.26836467069738046,0.13661422729492184,0.08015682744044882,0.17436531388719992,0.11324706282745574,0.06181259981516739
310102194812240448OS1.png,0.3559970032935049,0.20262787762810205,0.11994910146675854,0.18484269244988008,0.1144125037302819,0.07135712677044832
310102194812240448OS2.png,0.26811237709195007,0.14084276685527733,0.0810388901654412,0.1778067319073073,0.10970280658405313,0.06411412933822712
310102194904264471OD2.png,0.3258866553213082,0.18496083278282013,0.10029898250804226,0.23427917875809862,0.17301272085731112,0.09470913537964912
310102194904264471OS2.png,0.2318588256835938,0.105534018722235,0.06203061272116268,0.16559469314356853,0.08397286942134664,0.04524140476687931
310102194905074434OD2.png,0.33210830688476556,0.16471416996974567,0.08942036348230697,0.19061191433154875,0.09610755263209396,0.04991796872387637
310102194905074434OS2.png,0.1754361021752451,0.10817148545209099,0.07653590183632047,0.13741997078409354,0.09149359729896973,0.054245528395246406
310102194909145252OD1.png,0.3631595686370251,0.17056648403990504,0.09425409354415594,0.22841677739101657,0.11249867179772281,0.05224852697899585
310102194909145252OS2.png,0.2965345046099494,0.1751107159782858,0.12074469772039671,0.18132676985111168,0.10462363744020096,0.06529345734043127
310102194910260047OD1.png,0.5040353513231465,0.25285479975681685,0.13034581203086704,0.2707257721896624,0.13679997913526584,0.07010114086283914
310102194910260047OS1.png,0.47770038679534316,0.25130022834329035,0.14438919366574757,0.25400058247735585,0.1386142299689345,0.08202731049934608
310102195010034428OD2.png,0.2797515121160769,0.13296905218386185,0.07047508090150122,0.19622157118035452,0.10714875409971521,0.04731704930984125
310102195010034428OS2.png,0.2287563997156479,0.11061615289426315,0.06615615545534619,0.17042093259454952,0.10061730101385537,0.05372932938221925
31010219501026483XOD2.png,0.30345891316731766,0.15026071585860906,0.08532646029603246,0.18977506847597636,0.11271535634747687,0.05522073537919553
31010219501026483XOS1.png,0.32480259315640325,0.14415224860696232,0.07815619075999539,0.18718193045006248,0.09138245550193658,0.043818221035585685
310102195011280065OD2.png,0.4499463548847273,0.2340756285424326,0.12603415694891235,0.26578044542532575,0.18018903877048936,0.10384315928996278
310102195011280065OS1.png,0.34926472084195,0.15861372106215527,0.11310598336014091,0.2141594525631342,0.11880205099073349,0.08500054945219729
310102195011280065OS2.png,0.2606946758195466,0.09913357005399819,0.06629357431449143,0.17128199859723198,0.07604833726685474,0.052982569143310315
310102195012024012OD2.png,0.3299207500382965,0.15998060937021288,0.08531594369925706,0.19828896286704742,0.10625892068053654,0.050904792657615855
310102195012024012OS1.png,0.5236648559570313,0.39150779574525124,0.2713997784782858,0.29033863014062256,0.26681242117082854,0.210031619045792
310102195012285212OD1.png,0.2312136033002068,0.11913510490866269,0.08033198936312806,0.14353668777227652,0.07272158420176687,0.04888171156762122
310102195012285212OS1.png,0.2491528978534773,0.13573918062097887,0.09131973864985446,0.16601798411519542,0.09751953362772296,0.06619580248758099
310102195101100056OD2.png,0.4552083333333334,0.30116505342371336,0.1932046030081954,0.28236204228246237,0.2492810349010535,0.17731008004180104
310102195101100056OS2.png,0.33961884741689635,0.22233974980373014,0.1417917588177849,0.24159468133363848,0.21189730668133466,0.14191216626632336
310102195103110012OD2.png,0.2711297727098652,0.14723135256299785,0.08875125062231924,0.1861436765196046,0.12080057595838291,0.0694404205456502
310102195103110012OS1.png,0.32262275546204805,0.16236280553481158,0.09570716409122242,0.20074047563463276,0.11334896698586268,0.06436873328934674
310102195106250870OD1.png,0.3737442614985447,0.16002097036324295,0.09035098505955119,0.22006400042208357,0.09173220066392963,0.04953160278884184
310102195106250870OS1.png,0.4257345610973883,0.2134305168600643,0.12544715731751685,0.24250924174939814,0.11860114905513719,0.06660948831277064
31010219511205442XOD1.png,0.3581882252412684,0.1971173903521369,0.10942155426623773,0.2084870669125228,0.11648722898665341,0.060821495678887005
31010219511205442XOS2.png,0.15844958436255366,0.09526305853151808,0.06842142740885415,0.10443991203245019,0.0631412339719594,0.04148462391355737
310102195207220013OD1.png,0.4254503736308977,0.19387189079733458,0.10006535847981768,0.22825961044528878,0.10877388686067943,0.05532832239523961
310102195207220013OD2.png,0.2614995619829963,0.11739937277401195,0.07309950286266852,0.15491108353136276,0.07188170128545274,0.04042482934144337
310102195207220013OS1.png,0.2797694337134267,0.1469650717342601,0.09011519188974418,0.17434304169916137,0.10753764415316103,0.0621140798236751
310102195212313679OD2.png,0.23373104918236828,0.12228559606215533,0.07437403061810662,0.1526495752343941,0.09204337386348727,0.04904801193923275
310102195303050413OD1.png,0.5193733065736061,0.2690773309445849,0.17712649177102485,0.315318655390936,0.21925679072518106,0.16739006447016708
310102195303050413OD2.png,0.40909911510991115,0.2015737944958257,0.1313267427332261,0.26222776193535074,0.1716181988196498,0.12275044104987581
310102195303050413OS1.png,0.2190597384583716,0.09605768241134346,0.06712897805606619,0.1739093816519158,0.08647242695763104,0.059331449220889364
310102195306022848OD1.png,0.4065992018755746,0.1810255761240043,0.10436474669213389,0.22040619091575167,0.09507360561712302,0.054302976537514244
310102195307304417OD2.png,0.3183658674651501,0.13529654110179226,0.08013464235791973,0.19031352691983064,0.09496080723761015,0.05666644256320503
310102195307304417OS1.png,0.3289425569422105,0.13806138880112592,0.08368703804764095,0.20353217169093896,0.08289837692696687,0.04458253512778673
310102195403184072OD2.png,0.2716774884392234,0.12028820561427696,0.07572256350049786,0.19663107575094907,0.10204204398445942,0.0560988875333539
